product_id,product_name,brand,category,sub_category,description,color,size,material,gender,mfr_cost,shipping_charge,price,country_of_origin,care_instructions,warranty_months,rating,launch_year
FW0243,Skechers Sneakers - Brown (Size 11),Skechers,Footwear,Sneakers,"The Skechers sneakers in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,11,Mesh upper with rubber sole,Unisex,1999.12,134.36,4188.34,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.6,2024
FW0244,Woodland Running Shoes - Red (Size 6),Woodland,Footwear,Running Shoes,"The Woodland running shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,6,Mesh upper with rubber sole,Men,729.73,86.94,1084.3,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.1,2022
FW0245,New Balance Sandals - Brown (Size 6),New Balance,Footwear,Sandals,"The New Balance sandals in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,6,Mesh upper with rubber sole,Unisex,1698.71,109.15,2942.25,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.6,2025
FW0246,Campus Sneakers - Grey (Size 10),Campus,Footwear,Sneakers,"The Campus sneakers in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,10,Mesh upper with rubber sole,Unisex,2495,84.62,4869.99,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.1,2024
FW0247,Bata Sports Shoes - Black (Size 8),Bata,Footwear,Sports Shoes,"The Bata sports shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,8,Mesh upper with rubber sole,Unisex,2246.29,141.15,3755.62,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.8,2022
FW0248,Campus Formal Shoes - Black (Size 11),Campus,Footwear,Formal Shoes,"The Campus formal shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,11,Mesh upper with rubber sole,Unisex,2019.7,120,3661.72,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.8,2022
FW0249,Bata Running Shoes - Blue (Size 10),Bata,Footwear,Running Shoes,"The Bata running shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,10,Mesh upper with rubber sole,Women,1133.35,84.99,2269.8,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4,2024
FW0250,Woodland Formal Shoes - Black (Size 6),Woodland,Footwear,Formal Shoes,"The Woodland formal shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,6,Mesh upper with rubber sole,Unisex,789.9,121.59,1396.58,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.8,2022
FW0251,Puma Casual Shoes - Black (Size 9),Puma,Footwear,Casual Shoes,"The Puma casual shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,9,Mesh upper with rubber sole,Unisex,2191.12,99.56,4659.7,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.6,2023
FW0252,New Balance Casual Shoes - Black (Size 11),New Balance,Footwear,Casual Shoes,"The New Balance casual shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,11,Mesh upper with rubber sole,Unisex,2223.47,122.62,4470.2,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.4,2023
FW0253,Bata Formal Shoes - Blue (Size 11),Bata,Footwear,Formal Shoes,"The Bata formal shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,11,Mesh upper with rubber sole,Men,2357.19,90.28,3962.62,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.3,2022
FW0254,Nike Sandals - Green (Size 10),Nike,Footwear,Sandals,"The Nike sandals in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,10,Mesh upper with rubber sole,Men,860.81,97.44,1288.15,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.7,2025
FW0255,Skechers Sandals - Red (Size 6),Skechers,Footwear,Sandals,"The Skechers sandals in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,6,Mesh upper with rubber sole,Men,2364.39,102.4,3932.12,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.4,2022
FW0256,Asics Formal Shoes - Green (Size 6),Asics,Footwear,Formal Shoes,"The Asics formal shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,6,Mesh upper with rubber sole,Unisex,2439.62,61.51,4582.73,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.9,2025
FW0257,Bata Sandals - Grey (Size 8),Bata,Footwear,Sandals,"The Bata sandals in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,8,Mesh upper with rubber sole,Unisex,1534.7,138.18,2409.25,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.7,2023
FW0258,New Balance Casual Shoes - Red (Size 9),New Balance,Footwear,Casual Shoes,"The New Balance casual shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,9,Mesh upper with rubber sole,Women,2487.48,57.84,4878.9,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.8,2025
FW0259,Campus Sports Shoes - Blue (Size 11),Campus,Footwear,Sports Shoes,"The Campus sports shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,11,Mesh upper with rubber sole,Unisex,1278.72,146.67,2022.45,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.7,2024
FW0260,Nike Sports Shoes - Brown (Size 8),Nike,Footwear,Sports Shoes,"The Nike sports shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,8,Mesh upper with rubber sole,Men,2238.19,143.61,4524.14,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.1,2024
FW0261,Bata Running Shoes - Red (Size 10),Bata,Footwear,Running Shoes,"The Bata running shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,10,Mesh upper with rubber sole,Women,1823.28,100.06,3102.94,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.4,2023
FW0262,Nike Casual Shoes - Black (Size 8),Nike,Footwear,Casual Shoes,"The Nike casual shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,8,Mesh upper with rubber sole,Women,738.69,143.35,1162.48,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.7,2025
FW0263,Reebok Formal Shoes - Black (Size 7),Reebok,Footwear,Formal Shoes,"The Reebok formal shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,7,Mesh upper with rubber sole,Unisex,1266.26,69.59,2223.87,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.3,2023
FW0264,Skechers Sneakers - Red (Size 9),Skechers,Footwear,Sneakers,"The Skechers sneakers in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,9,Mesh upper with rubber sole,Unisex,2213.68,65.72,3523.41,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.8,2025
FW0265,Asics Sports Shoes - Red (Size 11),Asics,Footwear,Sports Shoes,"The Asics sports shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,11,Mesh upper with rubber sole,Unisex,962.45,96.99,1938.5,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.6,2024
FW0266,New Balance Sneakers - Green (Size 7),New Balance,Footwear,Sneakers,"The New Balance sneakers in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,7,Mesh upper with rubber sole,Men,687.38,93.92,1033.34,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4,2024
FW0267,Nike Formal Shoes - Blue (Size 6),Nike,Footwear,Formal Shoes,"The Nike formal shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,6,Mesh upper with rubber sole,Women,970.75,56.79,1507.64,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.9,2024
FW0268,Puma Sports Shoes - Green (Size 9),Puma,Footwear,Sports Shoes,"The Puma sports shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,9,Mesh upper with rubber sole,Men,1714.27,73.67,3026.68,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.3,2023
FW0269,Bata Sandals - Black (Size 9),Bata,Footwear,Sandals,"The Bata sandals in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,9,Mesh upper with rubber sole,Unisex,1743.06,96.45,2663.68,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.2,2023
FW0270,Puma Sandals - Grey (Size 9),Puma,Footwear,Sandals,"The Puma sandals in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,9,Mesh upper with rubber sole,Men,787.32,104.76,1645.74,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.6,2025
FW0271,Reebok Running Shoes - Blue (Size 8),Reebok,Footwear,Running Shoes,"The Reebok running shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,8,Mesh upper with rubber sole,Women,1308.64,149.8,2497.3,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.4,2024
FW0272,Campus Sneakers - Brown (Size 11),Campus,Footwear,Sneakers,"The Campus sneakers in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,11,Mesh upper with rubber sole,Men,969.47,105.69,1439.1,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.3,2025
FW0273,Nike Sports Shoes - Blue (Size 7),Nike,Footwear,Sports Shoes,"The Nike sports shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,7,Mesh upper with rubber sole,Men,2232.39,75.37,4235.23,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.2,2022
FW0274,Reebok Sandals - Red (Size 10),Reebok,Footwear,Sandals,"The Reebok sandals in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,10,Mesh upper with rubber sole,Women,2002.06,108.56,3252.52,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.5,2025
FW0275,New Balance Sports Shoes - Red (Size 11),New Balance,Footwear,Sports Shoes,"The New Balance sports shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,11,Mesh upper with rubber sole,Women,2246.35,85.51,3607.43,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.4,2024
FW0276,Campus Sneakers - Blue (Size 9),Campus,Footwear,Sneakers,"The Campus sneakers in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,9,Mesh upper with rubber sole,Men,1670.88,91.09,2704.16,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4,2025
FW0277,Nike Formal Shoes - Black (Size 10),Nike,Footwear,Formal Shoes,"The Nike formal shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,10,Mesh upper with rubber sole,Women,749.67,127.21,1239.44,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.7,2025
FW0278,Adidas Running Shoes - Grey (Size 9),Adidas,Footwear,Running Shoes,"The Adidas running shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,9,Mesh upper with rubber sole,Men,2167.95,77.89,3128,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4,2022
FW0279,Adidas Sports Shoes - Grey (Size 7),Adidas,Footwear,Sports Shoes,"The Adidas sports shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,7,Mesh upper with rubber sole,Women,1541.74,148.1,2799.37,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.5,2025
FW0280,Nike Sneakers - Green (Size 7),Nike,Footwear,Sneakers,"The Nike sneakers in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,7,Mesh upper with rubber sole,Unisex,1987.75,138.04,3832.95,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.9,2024
FW0281,Skechers Sports Shoes - Blue (Size 9),Skechers,Footwear,Sports Shoes,"The Skechers sports shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,9,Mesh upper with rubber sole,Unisex,2106.24,131.11,4504.7,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.2,2024
FW0282,Asics Casual Shoes - White (Size 6),Asics,Footwear,Casual Shoes,"The Asics casual shoes in white color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",White,6,Mesh upper with rubber sole,Women,2214.92,75.55,4573.97,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.5,2025
FW0283,Woodland Running Shoes - Grey (Size 8),Woodland,Footwear,Running Shoes,"The Woodland running shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,8,Mesh upper with rubber sole,Men,1976.67,126.32,3783.68,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.2,2025
FW0284,Skechers Sandals - Red (Size 11),Skechers,Footwear,Sandals,"The Skechers sandals in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,11,Mesh upper with rubber sole,Men,2260.04,73.86,4827.41,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.3,2023
FW0285,Woodland Formal Shoes - Grey (Size 11),Woodland,Footwear,Formal Shoes,"The Woodland formal shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,11,Mesh upper with rubber sole,Men,2226.91,118.3,4370.51,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.6,2024
FW0286,Bata Sports Shoes - Brown (Size 11),Bata,Footwear,Sports Shoes,"The Bata sports shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,11,Mesh upper with rubber sole,Unisex,639.8,77.45,918.14,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.7,2023
FW0287,Nike Formal Shoes - Blue (Size 6),Nike,Footwear,Formal Shoes,"The Nike formal shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,6,Mesh upper with rubber sole,Unisex,700.05,82.08,1387.78,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.3,2025
FW0288,Puma Formal Shoes - Red (Size 9),Puma,Footwear,Formal Shoes,"The Puma formal shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,9,Mesh upper with rubber sole,Men,1560.2,52.58,2517.72,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,4.3,2024
FW0289,Woodland Casual Shoes - Blue (Size 11),Woodland,Footwear,Casual Shoes,"The Woodland casual shoes in blue color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Blue,11,Mesh upper with rubber sole,Men,1292.98,104.82,2595.51,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.5,2025
FW0290,Asics Formal Shoes - Brown (Size 10),Asics,Footwear,Formal Shoes,"The Asics formal shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,10,Mesh upper with rubber sole,Unisex,823.29,130.57,1327.96,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.8,2023
FW0291,Bata Running Shoes - Brown (Size 8),Bata,Footwear,Running Shoes,"The Bata running shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,8,Mesh upper with rubber sole,Men,2428.72,78.32,4818.07,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.6,2022
FW0292,New Balance Running Shoes - Brown (Size 8),New Balance,Footwear,Running Shoes,"The New Balance running shoes in brown color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Brown,8,Mesh upper with rubber sole,Women,1498.93,53.38,2808.31,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.9,2022
FW0293,Skechers Casual Shoes - Green (Size 8),Skechers,Footwear,Casual Shoes,"The Skechers casual shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,8,Mesh upper with rubber sole,Women,2273.89,139.96,3306.47,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.8,2022
FW0294,Woodland Running Shoes - Red (Size 7),Woodland,Footwear,Running Shoes,"The Woodland running shoes in red color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Red,7,Mesh upper with rubber sole,Women,1504.24,58.73,2882.55,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,3.9,2022
FW0295,Puma Sports Shoes - Grey (Size 11),Puma,Footwear,Sports Shoes,"The Puma sports shoes in grey color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Grey,11,Mesh upper with rubber sole,Men,2439.42,97.79,3731.75,India,"Wipe with a clean, dry cloth. Do not machine wash.",6,3.7,2025
FW0296,Woodland Sandals - Black (Size 9),Woodland,Footwear,Sandals,"The Woodland sandals in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,9,Mesh upper with rubber sole,Men,1037.66,116.54,2126.67,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,3.8,2023
FW0297,Skechers Casual Shoes - Green (Size 11),Skechers,Footwear,Casual Shoes,"The Skechers casual shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,11,Mesh upper with rubber sole,Women,1864.62,76.16,3256.66,India,"Wipe with a clean, dry cloth. Do not machine wash.",12,4.1,2023
FW0298,Reebok Running Shoes - Green (Size 9),Reebok,Footwear,Running Shoes,"The Reebok running shoes in green color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Green,9,Mesh upper with rubber sole,Women,1987.41,119.42,2828.16,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.3,2025
FW0299,Asics Formal Shoes - Black (Size 7),Asics,Footwear,Formal Shoes,"The Asics formal shoes in black color is designed for everyday comfort and long-lasting durability. It features a breathable mesh upper, cushioned insole, and a slip-resistant rubber outsole. Ideal for daily wear, light workouts, and extended walking sessions. This model is suitable for both casual and semi-active lifestyles and offers excellent grip, foot support, and modern styling.",Black,7,Mesh upper with rubber sole,Men,971.46,62.35,1687.21,India,"Wipe with a clean, dry cloth. Do not machine wash.",3,4.1,2022
